Ab. Y Paleteria La Chaparrita,1,4.0,N/A,23.6345012367459,-102.552784122527,Taylor Lake Village,TX
Tutti Frutti,17,3.5,$$,26.708382987764,-80.056925379956,West Palm Beach,FL
SmallCakes Cupcakery,17,4.0,$,26.933904867116,-80.134747574387,Jupiter,FL
Sloan's,20,3.0,$$,26.850455,-80.094845,Palm Beach Gardens,FL
Kilwins Chocolates,41,3.5,$$,26.61595,-80.05389,Lake Worth,FL
Menchie's,12,4.0,$$,26.589298,-80.14964,Lake Worth,FL
Annie's Italian Ices,14,4.0,$,26.93389,-80.0958,Jupiter,FL
Carvel,18,4.0,$,26.661514,-80.056037,West Palm Beach,FL
The Yogurt Place Working Cow,27,4.5,$,26.528388,-80.1495119,Boynton Beach,FL
Ice Cream and More,7,4.5,$,27.0986299216747,-80.1589570194483,Hobe Sound,FL
Dairy Queen,10,3.5,$,26.93353,-80.09202,Jupiter,FL
Palm Beach Ice Cream,7,3.0,$$,26.9353290134104,-80.1368637332377,Jupiter,FL
Strawberry's Deli and Ice Cream,41,4.0,$,27.2636407613754,-80.2015706151724,Jensen Beach,FL
Rita's Italian Ice,22,4.5,$,26.6811719,-80.2202695,Royal Palm Beach,FL
Carvel Ice Cream,4,5.0,$,26.93413,-80.13002,Jupiter,FL
Stefano Versace Gelato,7,5.0,$,26.5353193257625,-80.0950972854064,Boynton Beach,FL
Dairy Queen,10,4.5,$,26.64667,-80.05586,West Palm Beach,FL
Yogurt Emporium,11,4.5,$,26.51495,-80.14895,Boynton Beach,FL
Cold Stone Creamery,9,4.0,$$,26.58832,-80.14622,Lake Worth,FL
Sweet Spot Frozen Yogurt,8,4.5,$,27.5734482,-99.4722288,Laredo,TX
Fresh Snacks,6,5.0,N/A,27.5673294067383,-99.4981994628906,Laredo,TX
Sweet Loring,7,5.0,$$,27.5031108856201,-99.4822158813477,Laredo,TX
Sweet Berry Frozen Yogurt,5,4.0,$,27.6062462,-99.4742705,Laredo,TX
Sweet N Fruity,1,5.0,$$,27.4519479323059,-99.4785983730176,Laredo,TX
Cha Box,1,5.0,$,27.5533981323242,-99.5025024414062,Laredo,TX
El Arcoiris,1,5.0,N/A,27.4997743290786,-99.4641583276474,Laredo,TX
Red Berry Frozen Yogurt,2,3.5,$$,27.5515882526216,-99.5047097020559,Laredo,TX
Sal Y Limon Snack,2,3.5,N/A,27.5754909515381,-99.4681549072266,Laredo,TX
Marble Slab Creamer,5,2.0,$$,27.574942662295,-99.4701753011693,Laredo,TX
Blue Bunny,1,5.0,N/A,27.5037540577148,-99.4919979762725,Laredo,TX
Dairy Queen,6,1.5,$,31.71485,-96.1765999,Fairfield,TX
Sweet Spot Frozen Yogurt - Coming Soon!,1,5.0,N/A,27.519542,-99.448653,Laredo,TX
Bahama Buck's,1,5.0,$$,27.5894175424205,-99.4854568317533,Laredo,TX
La Paletera,1,1.0,$,27.555353,-99.490341,Laredo,TX
Sweet Kingdom Frozen Yogurt,1,5.0,N/A,27.53737,-99.48493,Laredo,TX
La Paletera,1,1.0,N/A,27.47652,-99.47491,Laredo,TX
RBV's Downtown Freeze,4,5.0,$$,27.7500412350028,-98.0750098264568,Alice,TX
Silva's Snowcones,3,3.5,N/A,27.7510800081142,-98.0694440992453,Alice,TX
Dairy Queen,6,2.5,$$,27.5153865814209,-97.8598251342773,Kingsville,TX
Dairy Queen,3,2.5,$,27.5834086802572,-97.7877523979628,Bishop,TX
Dairy Queen,2,4.0,N/A,27.2211406962815,-98.1451730463328,Falfurrias,TX
Dairy Queen,2,1.0,$$,27.7996197,-97.6792068,Robstown,TX
Sweet Swirl,21,4.0,$,27.620234,-97.222366,Corpus Christi,TX
Tropical Sno,12,5.0,$,27.82928,-97.065655,Port Aransas,TX
BOWS Dessert Cafe and Beachwear,15,4.0,$$,27.8353239054624,-97.0615733453639,Port Aransas,TX
Scoopy's,20,4.5,$,27.63202,-97.24027,Corpus Christi,TX
Tropical Ice Cream,32,3.0,$,27.83017,-97.06485,Port Aransas,TX
Desserted Island Ice Cream,62,3.0,$,27.8368908960776,-97.0609356271487,Port Aransas,TX
Dairy Queen,9,2.0,$,27.90992,-97.14767,Aransas Pass,TX
Dairy Queen,5,3.0,N/A,27.8815788,-97.2099344,Ingleside,TX
Kimi's Ice Cream and Sweets,33,4.5,$,27.7508431,-82.4127617,Apollo Beach,FL
The Revolution Ice Cream Co.,177,4.5,$,27.9383105901608,-82.2879377552032,Brandon,FL
Jeremiah's Italian Ice,53,4.5,$,27.893139,-82.272536,Brandon,FL
Mr Penguin,152,4.5,$,27.9417,-82.4796999,Tampa,FL
Pomegranate Frozen Yogurt,8,5.0,$,27.5432656369537,-82.4762466878706,Parrish,FL
Topper's Creamery,22,4.5,$,27.8938649,-82.2470611,Valrico,FL
Menchie's,45,4.0,$,27.893253,-82.316464,Riverview,FL
D'Lites Shoppe,12,4.5,$$,27.3921278,-82.4407383,Lakewood Ranch,FL
Gelati Joes,21,4.5,$,27.9998054504395,-81.9575958251953,Lakeland,FL
Yogurtology,90,4.5,$,27.93171,-82.50757,Tampa,FL
Big Olaf Creamery,17,4.0,$$,27.39448,-82.43541,Lakewood Ranch,FL
Yogurtology,44,4.0,$,27.9382162515439,-82.3158983535118,Brandon,FL
The Skinny Dip Frozen Yogurt Bar,19,5.0,$,27.229609,-82.494138,Sarasota,FL
Campbell's Dairyland,68,4.0,$,27.9355297088623,-82.2860412597656,Brandon,FL
Heavenly Hershey's Ice Cream,12,4.0,$$,27.9392597079277,-82.3230604827404,Brandon,FL
Revolution Ice Cream,73,4.5,$$,28.00833,-82.45925,Tampa,FL
Snobachi Handcrafted Ice Cream,67,3.5,$$,27.96046,-82.43412,Tampa,FL
The Hyppo,49,4.5,$,27.9613361358643,-82.4413604736328,Tampa,FL
Green Island Frozen Yogurt & Tea Bar,168,4.0,$,27.9431613927223,-82.3367756267846,Tampa,FL
Farrell's On the Island,51,4.0,$,27.9264578,-82.4531142,Tampa,FL
Whatever Pops,74,5.0,$,27.993552,-82.459279,Tampa,FL
Twistee Treat - Valrico,11,4.0,$,27.9380949,-82.2566247,Valrico,FL
Culver's,20,4.0,$,27.4394599567947,-82.4574066376783,Bradenton,FL
Menchie's River Club Plaza,8,5.0,$,27.4381852786749,-82.45525360849,Bradenton,FL
Hot Fudge Shoppe,1,5.0,$$,27.2158230096102,-81.8617178499699,Arcadia,FL
Bo's Ice Cream,134,4.0,$,28.01281,-82.45924,Tampa,FL
YoYo Juice,25,4.5,$,27.8947502347658,-82.2678791545056,Valrico,FL
The Hyppo,30,4.5,$,27.9365693166365,-82.4752976108766,Tampa,FL
Yogurtology,38,4.5,$,27.8939705,-82.4936066,Tampa,FL
Dough,390,4.0,$$,27.92225,-82.49336,Tampa,FL
35 Below,22,4.0,$,27.9323820246439,-82.5066084495519,Tampa,FL
Mr. Sebas,10,4.5,$,28.0166092,-82.1231918,Plant City,FL
Yogurt Naturally,24,4.0,$,27.9067245245916,-82.4935576148937,Tampa,FL
Sub Zero Ice Cream & Yogurt,48,4.0,$$,27.2693713009357,-82.487774938345,Sarasota,FL
Cold Stone Creamery,8,4.5,$$,27.8917439,-82.2422761,Valrico,FL
Cold Stone Creamery,24,3.5,$$,27.9265869408846,-82.3156636208296,Brandon,FL
D'lites Emporium,31,4.0,$,27.9272959,-82.5057275,Tampa,FL
Cold Stone Creamery,20,4.0,$$,27.943253509692,-82.4470046878837,Tampa,FL
Sprinkles,94,3.5,$$,27.9366914972723,-82.4759580735701,Tampa,FL
Jeremiah's Italian Ice of South Tampa,15,4.5,$,27.9049406,-82.5064083,Tampa,FL
Art Monkey,6,3.5,$,27.8421439082929,-82.2151457947397,Lithia,FL
Bruster's,6,4.5,$,27.9523658752441,-81.9488677978516,Lakeland,FL
Freddy's Frozen Custard & Steakburgers,54,3.5,$,27.4434543756194,-82.4643850872425,Bradenton,FL
Ice Cream Stand,1,4.0,N/A,27.7203692273017,-82.4369406046702,Ruskin,FL
Orange Leaf Frozen Yogurt,13,3.5,$$$,27.3376668,-82.4623051,Sarasota,FL
Wilma's Big Olaf Creamery,20,3.5,$,27.32259,-82.50184,Sarasota,FL
Freddy's Frozen Custard & Steakburgers,15,3.5,$,27.3881,-82.50308,Sarasota,FL
Martha's Family Restaurant,85,4.5,$,28.0028700841915,-82.2952295467257,Seffner,FL
DQ Chill & Grill,10,3.0,$,27.7903517199565,-82.3344730753693,Riverview,FL
Yogurt Mountain,8,3.5,$$,28.0000983,-81.9804547,Lakeland,FL
Bruster's Real Ice Cream,21,4.5,$,27.99931,-80.66453,Palm Bay,FL
Dairy Queen,4,3.0,$,27.2314892,-80.8304977,Okeechobee,FL
Cow Pie's Country Store and Creamery,1,5.0,$,27.298698,-81.355029,Lake Placid,FL
Baskin Robbins,2,1.5,$,27.6022064979226,-80.8231430500746,Okeechobee,FL
Hoffman's Chocolates Sweet Ride,2,5.0,$$,26.6178932189941,-80.1250991821289,Greenacres,FL
Strawberry's Deli and Ice Cream,41,4.0,$,27.2636407613754,-80.2015706151724,Jensen Beach,FL
Baskin-Robbins,2,1.0,N/A,27.258266,-80.281693,Jensen Beach,FL
Hoffman's Chocolates Sweet Ride,2,5.0,$$,26.6178932189941,-80.1250991821289,Greenacres,FL
O'Berry's Frozen Yogurt,1,3.0,$$,28.7326603,-100.4794617,Eagle Pass,TX
Paleteria y Neveria Tocumbo,1,5.0,N/A,28.6948821985559,-100.483657680452,Eagle Pass,TX
Dairy Queen -Cotulla,5,3.0,$,28.443405,-99.247096,Cotulla,TX
Dairy Queen,4,3.5,N/A,28.0886195,-97.8209202,Mathis,TX
Dairy Queen of Three Rivers,12,2.0,$,28.467409,-98.179585,Three Rivers,TX
Dairy Queen,1,2.0,$,28.41628,-97.75497,Beeville,TX
Dairy Queen,4,2.0,$,28.25569,-97.68593,Skidmore,TX
Dairy Queen,1,1.0,$,28.617787,-97.802788,Pettus,TX
Pink Octopus,12,4.5,$,28.0439067418299,-97.0429420669761,Rockport,TX
La Salud Tasty Treats,5,5.0,N/A,28.6245098114014,-96.6342544555664,Port Lavaca,TX
Dairy Queen,21,3.0,$,28.0419387817383,-97.0428314208984,Rockport,TX
Dairy Queen,5,4.0,$,28.4533970239067,-96.8881259883972,Tivoli,TX
Ice Dreammm Shop,50,5.0,$,28.1851,-82.421468,Lutz,FL
Happy Cow Frozen Yogurt,54,4.5,$,28.1821815606367,-82.3529031200121,Wesley Chapel,FL
Tj's Deli And Ice Cream,21,4.5,$,28.3642444610596,-82.1908874511719,Dade City,FL
Happy Cow Frozen Yogurt,11,4.5,$,28.272983,-82.1879478,Zephyrhills,FL
The Revolution Ice Cream Co.,177,4.5,$,27.9383105901608,-82.2879377552032,Brandon,FL
Dough Cones,34,4.0,$$,28.0532787465859,-82.3938109523944,Temple Terrace,FL
Time Space Cafe,42,5.0,$,28.0541851,-82.3941685,Tampa Bay,FL
Got Candy,24,4.5,$,28.0435009002686,-81.9554595947266,Lakeland,FL
Snowman Rolling Ice Cream,23,5.0,$,28.03199,-82.40291,Tampa,FL
Brusters Real Ice Cream,48,4.0,$,28.1619,-82.3527299,Tampa,FL
La' Berry Frozen Yogurt & Ice-cream Cafe,36,4.5,$,28.1634054,-82.3543038,Tampa,FL
365 Caffe Italiano,93,4.5,$,28.1879465720122,-82.3500558384568,Wesley Chapel,FL
Mr Penguin,152,4.5,$,27.9417,-82.4796999,Tampa,FL
Twistee Treat - Spring Hill,18,4.0,$,28.5334351,-82.50662,Spring Hill,FL
Gelati Joes,21,4.5,$,27.9998054504395,-81.9575958251953,Lakeland,FL
Snowrolls,14,4.5,$,28.15252,-82.35254,Tampa,FL
Loyo,11,4.5,$$,28.2710218478921,-82.4792673010443,Land O' Lakes,FL
Icesmile,116,4.0,$,28.05475,-82.44183,Tampa,FL
Revolution Ice Cream,73,4.5,$$,28.00833,-82.45925,Tampa,FL
Jeremiah's Italian Ice,104,4.5,$,28.0766150216674,-82.5069631263614,Tampa,FL
Bo's Ice Cream,134,4.0,$,28.01281,-82.45924,Tampa,FL
Frogury,25,4.0,$,28.17137,-82.42505,Tampa,FL
Twistee Treat,15,4.0,$,28.10484,-81.97309,Lakeland,FL
Mr. Sebas,10,4.5,$,28.0166092,-82.1231918,Plant City,FL
Twistee Treat - New Tampa,36,3.5,$,28.1440679510975,-82.3539949058332,Tampa,FL
Whatever Pops,74,5.0,$,27.993552,-82.459279,Tampa,FL
Yogurt Mountain,56,4.5,$,28.0632729312915,-82.5033272355614,Tampa,FL
Tanya & Matt's Ice Cream,58,4.0,$,28.096816,-82.503885,Tampa,FL
Cold Stone Creamery,11,4.0,$,28.1282547957428,-82.3687021922806,Tampa,FL
The Hyppo,49,4.5,$,27.9613361358643,-82.4413604736328,Tampa,FL
Snobachi Handcrafted Ice Cream,67,3.5,$$,27.96046,-82.43412,Tampa,FL
Dave's Treats,9,2.5,$,28.2304153442383,-82.2163238525391,Zephyrhills,FL
Yogurtology,44,4.0,$,27.9382162515439,-82.3158983535118,Brandon,FL
Heavenly Hershey's Ice Cream,12,4.0,$$,27.9392597079277,-82.3230604827404,Brandon,FL
Dice's Dairy'n Dog,8,3.0,$,28.2285805,-82.2048416,Zephyrhills,FL
Campbell's Dairyland,68,4.0,$,27.9355297088623,-82.2860412597656,Brandon,FL
Green Island Frozen Yogurt & Tea Bar,168,4.0,$,27.9431613927223,-82.3367756267846,Tampa,FL
The Yogurt Spot,21,3.5,$,28.0549,-82.43006,Tampa,FL
River Oaks Landing,1,5.0,N/A,28.646591,-82.261154,Nobleton,FL
Dairy Queen,5,4.0,$,28.54521,-82.4004999,Brooksville,FL
Rita's Italian Ice,12,4.5,$,28.53517,-82.50663,Brooksville,FL
Yogurtology,31,4.0,$,28.06023,-82.50411,Tampa,FL
Menchie's,5,4.5,$,28.18711,-82.3493699,Wesley Chapel,FL
Twistee Treat - Valrico,11,4.0,$,27.9380949,-82.2566247,Valrico,FL
Martha's Family Restaurant,85,4.5,$,28.0028700841915,-82.2952295467257,Seffner,FL
Twistee Treat Fletcher,36,4.0,$,28.0654628495559,-82.5025390517408,Tampa,FL
The Hyppo,30,4.5,$,27.9365693166365,-82.4752976108766,Tampa,FL
Culvers,93,3.5,$,28.0884626781561,-82.4507937017989,Tampa,FL
Cold Stone Creamery,16,4.0,$$,28.0546949,-82.4289499,Tampa,FL
Cruisers Frozen Yogurt,16,5.0,$,28.6127449,-80.8092201,Titusville,FL
Five Fx Ice Cream And Sweet Cake,125,4.5,$,28.5546503216028,-81.2066124379635,Orlando,FL
Private Island Ice Cream,60,4.5,$,28.3029232025146,-81.2390594482422,St. Cloud,FL
Kelly's Homemade Ice Cream,166,4.5,$,28.56763,-81.3447599,Orlando,FL
Jeremiah's Italian Ice,139,4.5,$,28.5572985134282,-81.2053816393018,Orlando,FL
Space Coast Ice Cream,9,5.0,$,28.58409,-80.8047,Titusville,FL
Scoops Old Fashion Ice Cream,7,5.0,$,28.479416,-80.77985,Cocoa,FL
Yogurt Breeze,25,4.5,$,28.41194,-81.24161,Orlando,FL
Menchie's Frozen Yogurt,43,4.5,$,28.4250959707403,-81.252680561377,Orlando,FL
Midnight Sun Ice Cream Sandwich Co.,20,5.0,$,28.5542151,-81.3454417,Orlando,FL
BHIVE,8,4.5,$,28.5637123049484,-80.8019627102689,Titusville,FL
Scoops Old Fashion Ice Cream of Viera,9,4.5,$,28.2670701,-80.7367449,Rockledge,FL
Topper's Creamery,19,4.0,$,28.38327,-80.70128,Merritt Island,FL
The Pop Parlour,37,5.0,$,28.607037,-81.196953,Orlando,FL
Frozen Nitrogen Ice Cream,17,4.5,$,28.60656,-81.20921,Orlando,FL
Froz - N7,15,5.0,$,28.24656,-81.25283,Saint Cloud,FL
Sweet By Holly,401,4.5,$,28.5547515,-81.2062107,Orlando,FL
SmallCakes - Avalon Park,29,3.5,$$,28.51046,-81.15534,Orlando,FL
Redberry Gourmet Frozen Yogurt,42,4.0,$,28.24017,-80.72578,Melbourne,FL
Brusters Real Ice Cream,14,3.5,$,28.55725,-80.81213,Titusville,FL
Jeremiahs Italian Ice,38,5.0,$,28.5080873,-81.376413,Orlando,FL
The Pop Parlour,80,4.5,$,28.542587,-81.372005,Orlando,FL
Sweet Frog Premium Frozen Yogurt,37,4.0,$,28.540347,-81.15088,Orlando,FL
Valkyrie Doughnuts,103,4.0,$,28.6069310792744,-81.2096718679804,Orlando,FL
Chilly Spoons,7,4.5,$$,28.1887699,-80.6722739,Melbourne,FL
Rita's Ice Custard Happiness,15,4.5,$,28.4758701,-81.2889328,Orlando,FL
Twistee Treat - Curry Ford,53,4.0,$,28.5239914832558,-81.3289165239773,Orlando,FL
Twistee Treat UCF,19,4.5,$,28.5666548,-81.2049509,Orlando,FL
Yogurtland,85,4.5,$,28.6014862060547,-81.3654632568359,Winter Park,FL
Twistee Treat - Winter Park,34,4.0,$,28.5832592317067,-81.2867521509058,Winter Park,FL
High Five Your Life Frozen Yogurt,14,4.0,$,28.2536361,-81.3142203,St. Cloud,FL
Ice Cream Hut,4,5.0,$,28.33035,-80.7382,Rockledge,FL
Kilwins,60,4.0,$,28.5981808,-81.3509483,Winter Park,FL
Jeremiah's Italian Ice,130,4.5,$,28.6063487136337,-81.2973847514299,Winter Park,FL
Jeremiah's Italian Ice,114,4.5,$,28.6247807475071,-81.3643820008745,Maitland,FL
Amarena - Old Fashioned Gelato,20,5.0,$,28.663007,-81.234754,Oviedo,FL
Village Ice Cream & Sandwich,29,2.5,$,28.354951813817,-80.7256279885769,Cocoa,FL
Cold Stone Creamery,16,4.5,$,28.5977681726217,-81.219035089016,Orlando,FL
Menchie's Frozen Yogurt,9,4.5,$$,28.46182,-81.30825,Orlando,FL
Chewy Boba & Froyo,18,4.0,$,28.6597687,-81.1788258,Oviedo,FL
Chippies Frozen Yogurt,2,4.5,$,28.4680195,-80.8004379,Cocoa,FL
Bruster's Real Ice Cream,21,4.5,$,27.99931,-80.66453,Palm Bay,FL
Sno Hut,12,4.0,$,28.36047,-80.69735,Merritt Island,FL
Menchies Frozen Yogurt,47,4.0,$,28.6006849,-81.3270699,Winter Park,FL
The Ice Cream Shoppe,10,4.0,$,28.1445019976064,-80.6726841596179,Melbourne,FL
Jeremiah's Italian Ice,35,4.5,$,28.64707,-81.27306,Winter Springs,FL
Insomnia Cookies,72,4.0,$,28.598252,-81.209299,Orlando,FL
Menchie's Frozen Yogurt,44,4.5,$,28.6021695,-81.3650051,Winter Park,FL
Jeremiah's Italian Ice,16,4.5,$,28.6571311950684,-81.1799545288086,Oviedo,FL
Tillie's Twistee Treat,26,4.0,$,28.5616753717611,-81.131472364068,Orlando,FL
O'Berry's Frozen Yogurt,1,3.0,$$,28.7326603,-100.4794617,Eagle Pass,TX
Paleteria y Neveria Tocumbo,1,5.0,N/A,28.6948821985559,-100.483657680452,Eagle Pass,TX
Dairy Queen,2,4.5,$,29.34703,-99.14532,Hondo,TX
Dairy Queen,3,2.5,$$,28.8880623,-99.0962228,Pearsall,TX
Dairy Queen,3,2.0,$,29.14315,-98.91003,Devine,TX
Sonic Drive-in,2,5.0,$,29.35601,-98.860092,Castroville,TX
Dairy Queen,2,4.5,$,29.3476238250732,-98.8802032470703,Castroville,TX
Pops Ice Cream & Coffee,3,3.5,N/A,29.302292513591,-98.170713475177,La Vernia,TX
Dairy Queen,3,3.0,$,28.8918858,-97.8928375,Karnes City,TX
Dairy Queen,7,2.5,$,28.81536,-97.85763,Kenedy,TX
Dairy Queen,6,1.0,$$,29.2282981872559,-97.9558563232422,Stockdale,TX
Sundae Funday,1,5.0,$,28.8175879083016,-97.8540087738933,Kenedy,TX
Dairy Queen,2,1.0,$,29.2679023742676,-97.7643508911133,Nixon,TX
Snowy Shaved Ice & Ice Cream Parlor,1,3.0,N/A,29.5142797,-98.3082451,Converse,TX
Dairy Queens R & S,1,4.0,N/A,29.389928817749,-98.3494110107422,San Antonio,TX
CherryBerry,10,2.5,$,28.86835,-96.99833,Victoria,TX
Marble Slab Creamery,4,2.0,$,28.8543865084648,-96.9970759749413,Victoria,TX
Dairy Queen,4,3.0,$,28.8016891479492,-97.0086975097656,Victoria,TX
Cherryberry,7,3.5,$,29.047238,-95.4648437,Lake Jackson,TX
The Frozen Swirl,3,4.0,N/A,28.9841139869328,-95.9373111495525,Bay City,TX
Dairy Queen,3,2.5,$,29.13856,-95.65391,West Columbia,TX
La Michocana,1,5.0,N/A,28.9832001,-95.9734192,Bay City,TX
Baskin-Robbins,2,1.5,$$$,29.04733,-95.45994,Lake Jackson,TX
Chino's Snow Cones,3,4.5,$,29.0230567,-95.4017329,Clute,TX
Leoluca Gelato,2,5.0,N/A,29.50424,-95.45508,Houston,TX
Dairy Queen,7,2.5,$,28.9837265014648,-95.9549560546875,Bay City,TX
Dairy Queen,1,5.0,N/A,28.9826007932425,-95.9863083064556,Bay City,TX
Dairy Queen,2,1.0,N/A,28.99889,-95.91317,Bay City,TX
Ice Valley Smoothies,2,3.0,$,29.0498199317764,-95.459685339453,Lake Jackson,TX
Hey Mikey's Ice Cream,129,4.5,$,29.3051204,-94.79194,Galveston,TX
La King's Confectionery,315,4.5,$$,29.3067035675049,-94.7951126098633,Galveston,TX
Rita's Italian Ice,79,4.5,$,29.26708,-94.82605,Galveston,TX
Frios Gourmet Pops,12,4.5,$,29.2658155975893,-94.8293125912305,Galveston,TX
Orange Leaf Frozen Yogurt,43,4.0,$,29.2637435,-94.8316986,Galveston,TX
Sugar Bean Coffee and Cream,53,4.5,$,29.2613716,-94.870235,Galveston,TX
Rita's & Cream,15,4.0,$$,29.4593564939048,-94.6347616240382,Bolivar Peninsula,TX
Ben & Jerry's,38,3.5,$,29.27634,-94.8099,Galveston,TX
Marble Slab Creamery,13,3.0,$$$,29.2719058990479,-94.8296585083008,Galveston,TX
The Shiver Shack,8,4.5,$,29.3521147004225,-95.0287701649325,Hitchcock,TX
Old Strand Emporium,10,2.0,$,29.30791,-94.7926899,Galveston,TX
Hey Mikey's Ice Cream,2,4.5,$,29.391101861644,-94.9028239399195,Texas City,TX
Baskin-Robbins,2,3.0,$$,29.3956470489502,-94.9357070922852,Texas City,TX
Kajun Twist,1,4.0,N/A,29.4345791637897,-90.2981114387512,Galliano,LA
Island Trading Post,6,3.5,$,29.134572361412,-83.030320443213,Cedar Key,FL
Awesome Yogurt 4U,15,5.0,$,29.12553,-82.20828,Ocala,FL
Lynns Ice Cream & Belgian Waffles,24,4.5,$,28.8380847,-82.3563364,Inverness,FL
Ms Steve's Ice Cream,13,4.5,$,29.059452,-82.051628,Belleview,FL
Freddy's Frozen Custard & Steakburgers,38,4.0,$,29.152622038352,-82.1818195341124,Ocala,FL
Peachwave,12,4.5,$$,29.16547,-82.09474,Ocala,FL
Kilwin's - The Villages,34,4.0,$$,28.9411,-81.94983,Lady Lake,FL
Bruster's Real Ice Cream,12,4.0,$$,29.18898,-82.10105,Ocala,FL
Twistee Treat Ocala,10,4.0,$,29.169414,-82.163914,Ocala,FL
The Ice Cream Dr,17,4.5,$,28.8365230560303,-82.3311157226562,Inverness,FL
Mystic Ices & Creams,22,3.5,$$,28.861293,-81.923332,Fruitland Park,FL
Russell Stover Chocolates,29,4.5,$$,28.84826,-82.05492,Wildwood,FL
La Rue's Ice Cream Parlour,5,5.0,$,29.0603155,-82.4531762,Dunnellon,FL
Scoops Ice Cream Parlor,12,4.0,$,29.0738,-82.26143,Ocala,FL
Superior Traffic School,15,3.5,$,28.9530547,-81.9612852,The Villages,FL
Peachwave,8,4.5,$,28.866974785924,-81.9601649791002,The Villages,FL
Scooples,29,3.5,$,28.84443,-82.0215,The Villages,FL
Ambrosia on the Square,7,4.0,$,28.90873,-81.97513,The Villages,FL
Creamy Arctic Creations,3,4.5,N/A,29.11663,-82.02762,Ocala,FL
Haagen Dazs Shop,9,3.5,$$,28.90928,-81.97523,The Villages,FL
Tiki Island Yogurt,1,5.0,N/A,29.0606689453125,-82.2751922607422,Ocala,FL
Sabina's Diner and Ice Cream Shop,5,4.0,$,28.8973782843713,-82.3734209686518,Hernando,FL
Dairy Queen,5,4.0,N/A,29.028856,-82.159395,Ocala,FL
Milkman Novelties,3,5.0,$,29.0496191612061,-82.4636430165107,Dunnellon,FL
Hermans Ice Cream Shops,1,4.0,N/A,28.9411,-81.94983,Lady Lake,FL
Sunset Delights,1,5.0,N/A,29.0092296600342,-82.00634765625,Summerfield,FL
Mr B's Big Scoop,3,3.0,N/A,29.10678,-82.25858,Ocala,FL
Bluspoon Yogurt,3,3.5,$,28.9352928746186,-81.9400985254146,The Villages,FL
Dairy Queen,5,2.0,N/A,29.2126102,-82.0619202,Silver Springs,FL
Ice Cream,1,5.0,$,29.3865117679184,-82.4471850330763,Williston,FL
Dairy Queen,10,3.0,$,29.2664795,-82.1947174,Ocala,FL
Neapolitan the Ice Cream Shoppe,2,3.0,N/A,28.8996944,-82.4412766,Hernando,FL
Twistee Treat - Ocala,2,3.0,$,29.0848290086585,-82.2510841042926,Ocala,FL
Cold Stone Creamery,5,2.5,$$,29.15977,-82.17401,Ocala,FL
Irene's Ice Cream and Deli,3,4.0,$,28.7742755634421,-81.8860293757515,Leesburg,FL
Dunkin' Donuts,5,1.5,$$,28.9277935028076,-82.0139541625977,The Villages,FL
Baskin-Robbins,2,1.0,$,29.18732467986,-82.104606447395,Ocala,FL
JJ's Gourmet Italian Ices,1,4.0,N/A,28.83546,-82.33115,Inverness,FL
Simply Ice Cream,1,5.0,$$,29.1341891558278,-82.1947622844587,Ocala,FL
Cold Stone Creamery,2,3.0,$$$$,29.165644708729,-82.170549800924,Ocala,FL
Neighbors Ice Cream Parlor,36,4.5,$,29.0926885,-80.993495,Port Orange,FL
Donna's Canal Creamery,25,4.5,$,29.02475,-80.92419,New Smyrna Beach,FL
Cow Licks,86,4.0,$,29.1823692321777,-80.9865798950195,Daytona Beach,FL
Frosty King Creamery,17,5.0,$,28.98236,-80.9025599,Edgewater,FL
Dairy Bar,31,4.5,$,29.15032,-80.97207,Port Orange,FL
Mason Bar,22,5.0,$$,29.0373243,-80.9097321,New Smyrna Beach,FL
Ritter's Frozen Custard,35,4.5,$,29.13116,-81.026286,Port Orange,FL
Banana Split Republic,23,4.0,$,29.0405807495117,-80.9342803955078,New Smyrna Beach,FL
Rhokkoh's Frozen Yogurt,48,4.0,$$,29.2142213,-81.0207064,Daytona Beach,FL
Hershey's Ice Cream,30,4.5,$$,29.2909247428179,-81.0426952689886,Ormond Beach,FL
Sweet Frog Premium Frozen Yogurt,16,4.5,$,29.172622533928,-81.040651885094,Daytona Beach,FL
Treats On the Beach,33,4.0,$,29.03874,-80.8967,New Smyrna Beach,FL
Simply Sweet Ice Cream,12,5.0,$,28.98377,-81.26123,DeLand,FL
Izzys Island Tacos and Ice Cream,76,4.0,$,29.009601,-80.880096,New Smyrna Beach,FL
The Whole Scoop,5,5.0,N/A,29.15878,-81.00223,South Daytona,FL
Danny's Ice Cream,11,5.0,$,29.114586263895,-81.3516803830862,De Leon Springs,FL
Frozen Gold Ice Cream Shop,27,3.5,$,29.0138774915767,-80.9475341741228,New Smyrna Beach,FL
Sweet Spot,34,4.5,$,29.0300249,-81.3028251,Deland,FL
Deltona Ice Cream,11,3.5,$,28.9283046722412,-81.1876449584961,Deltona,FL
Beachside Candy,29,4.5,$,29.038377,-80.90139,New Smyrna Beach,FL
Rodeo Whip,64,4.0,$,29.0068,-81.30323,DeLand,FL
